Language, Domain, Intent, Industry, Text, Want To
Danish,About Coronavirus,Latest News,Coronavirus,fortæl mig lige nyeste om covid_,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Illness,Coronavirus,hvad gør jeg hvis jeg er blevet smittet_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,jeg er syg _,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,jeg har symtomer. hvad så n?_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,jeg er syg og hoster_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,hoster ret meget og er ved at blive syg_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,nu har jeg feber og har hostet de sidste par dage. Hva gør jeg_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,feberen vil ikke gå væk og jeg føler mig syg_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,jeg har været sengeliggende med feber og har været syg de sidste par dage_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,feberen vil ikke gå væk og er bare syg...øv øv_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,er syg. hoster og har feber og været under dynen i 3 dage_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,hoster  og syg_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,feber og syg_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,sengeliggende med hoste og syg_,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Illness,Coronavirus,under dynen og syg_,vide hvad du skal gøre hvis du er blevet syg
Danish,About Coronavirus,Fear,Coronavirus,skal jeg være nervøs/bange_,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,About Coronavirus,Fear,Coronavirus,skal vi være bekymret for corona_,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,About Coronavirus,Fear,Coronavirus,hvor nervøs skal vi være_,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,About Coronavirus,Fear,Coronavirus,på en skala fra 1 til 10 hvor bange skal vi være_,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Doctor,Coronavirus,hvornår skal jeg kontate min læge_,vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Doctor,Coronavirus,"er lidt usikker på, hvornår jeg skal tage fat i læge_",vide hvornår du burde tage til lægen
Danish,About Coronavirus,Testing,Coronavirus,skal jeg testes for corona?_,vide hvem burde testes
Danish,About Coronavirus,Testing,Coronavirus,hvornår er det nu man bør testet_,vide hvem burde testes
Danish,About Coronavirus,Testing,Coronavirus,hvor syg skal jeg være før i tester for corona_,vide hvem burde testes
Danish,About Coronavirus,Testing,Coronavirus,hvornår skal jeg have den der corona test_,vide hvem burde testes
Danish,Contact,Hotline,Coronavirus,jeg vil gerne i kontakt med hotline_,kontakte en hotline
Danish,Contact,Hotline,Coronavirus,har du akut telefonnr_,kontakte en hotline
Danish,Contact,Hotline,Coronavirus,hvad er nummer til lægevagten_,kontakte en hotline
Danish,Contact,Hotline,Coronavirus,"nummeret til telfonen, hvor man kan få hjæp_",kontakte en hotline
Danish,Contact,Hotline,Coronavirus,vil gerne have fat i lægen nu_,kontakte en hotline
Danish,Contact,Hotline,Coronavirus,hvordan kan jeg kontakte nogen nu_,kontakte en hotline
Danish,Contact,Hotline,Coronavirus,har du nr. på akut lægen_,kontakte en hotline
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,på vej hjem fra udlandet. Hva gør jeg_,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,familien er i spanien og skal hjem til dk_,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,jeg har kræft er jeg i særlig risiko_,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,har en lungesygdom. forhøjet risiko?_,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,har jeg en særlig høj risko når jeg har sukkersyge?_,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,jeg er i en særlig risikogruppe. Hvad gør jeg_,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,en af dem med en høj risiko. Hvad gør jeg for at passe på mig selv?_,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,har lungesygdom. hvad kan jeg gøre_,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,jeg har kræft og er i tivl om hvad jeg skal _,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,er syg og har fået af vide at jeg har en særlig risiko. Hvad så nu?_,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,jeg er gravid og 3 mdr henne. Hvad bør jeg gøre_,vide hvad du skal gøre hvis du er gravid
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,gravid og 6 mdr henne_,vide hvad du skal gøre hvis du er gravid
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,Vi skal hjem fra ferie. hva gør vi_,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,er strandet på feire i italien og vil hjem_,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,hva f.... gør vi. Vi står i udlandet og vil hjem_,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Coronavirus Recommendations,Mask,Coronavirus,skal vi have mundbind på?_,vide om du burde bære en maske
Danish,About Coronavirus,Testing,Coronavirus,hvem vil du anbefale bliver testet for corona_,vide hvem burde testes
Danish,About Coronavirus,Treatment,Coronavirus,er der en vacine som kan behandle corona_,vide hvordan Coronavirus/COVID-19 behandles
Danish,About Coronavirus,Treatment,Coronavirus,kan covid behandles eller?_,vide hvordan Coronavirus/COVID-19 behandles
Danish,About Coronavirus,Treatment,Coronavirus,"kan man helbredes, hvis man har corona (behandles)_",vide hvordan Coronavirus/COVID-19 behandles
Danish,About Coronavirus,Treatment,Coronavirus,"finde der en kur/helbredelse, hvis man bliver smittet med covid 19_",vide hvordan Coronavirus/COVID-19 behandles
Danish,About Coronavirus,Treatment,Coronavirus,hvad gør man hvis man bliver smittet. er der en kur_,vide hvordan Coronavirus/COVID-19 behandles
Danish,About Coronavirus,Treatment,Coronavirus,kan corona behanldes/er der en kur_,vide hvordan Coronavirus/COVID-19 behandles
Danish,Employer Guidelines,Vacation,Coronavirus,kan ferie aflyses fordi vi ikke kan rejse_,vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Vacation,Coronavirus,vi må ikke rejse. Kan jeg annulere min ferie?_,vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Vacation,Coronavirus,den bestilte rejse bliver ikke til noget. Kan jeg ændre ferien_,vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,About Coronavirus,What Is Coronavirus,Coronavirus,hva er det der corona egentlig_,vide hvad Coronavirus/COVID-19 er
Danish,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,er det ikke bare det samme med flu_,spørge om Coronavirus/COVID-19 er det samme som influenza
Danish,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,influenza og corona er det ikke bare det samme_,spørge om Coronavirus/COVID-19 er det samme som influenza
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,vi vil gerne hjem fra portugal_,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,var tæt på en som har fået af vide hun er positiv_,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,min kollega er testet positiv - vi sad ved siden af hinande_,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,jeg gav hånd til en som efterfølgende har vidst sig at være smittet med corona_,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,min kone har covid._,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,vi har corona i familien_,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,krammede en person med corona_,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Citizen,Coronavirus,hvad kan jeg gøre for at minimere risikoen_,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Citizen,Coronavirus,kan jeg gøre noget for at begrænse muligheden for smitte_,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,Hvad kan man som arbejdsgiver gøre hvis ens ansat ikke kan få sit barn passet,vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvad er myndighedernes anbefaling_,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvad anbefaler regeringen /sundhedsstyrelsen ift corona. _,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,syrelsens anvisninger_,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvad foreslår sundhedsstyrelsen at vi gør_,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvordan anbefaler syrelsen at vi forholder os_,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvad er det det offentligt anbefaler_,vide hvad sundhedsstyrelsens anbefalinger er
Danish,About Coronavirus,Methods of Transmission,Coronavirus,hvordan smitter corona_,vide hvordan Coronavirus/COVID-19 smitter
Danish,About Coronavirus,Methods of Transmission,Coronavirus,hvordan er det nu covid smitter_,vide hvordan Coronavirus/COVID-19 smitter
Danish,About Coronavirus,Methods of Transmission,Coronavirus,hvordan smiter den der nye corona_,vide hvordan Coronavirus/COVID-19 smitter
Danish,About Coronavirus,Symptoms,Coronavirus,hvad er symptomerne på ny corona_,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,About Coronavirus,Symptoms,Coronavirus,hvordan kan man se om man har corona - altså har symptomer_,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,About Coronavirus,Symptoms,Coronavirus,hvilke signaler og symtomer ser man hvis man er smittet_,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,About Coronavirus,Testing,Coronavirus,hvem skal teste_,vide hvem burde testes
Danish,About Coronavirus,Testing,Coronavirus,hvordan er det. Hvem tester man _,vide hvem burde testes
Danish,About Coronavirus,Testing,Coronavirus,hvem er det der er målgruppen for corona tests / prøver_,vide hvem burde testes
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,hvordan skal jeg gøre når jeg er ude blandt andre i det offentligt rum_,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,gode råd når jeg er ude blandt adre _,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,offentligt rum / ude blandt andre_,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,råd når jeg er ude i det åbne blandt andre_,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Children,Coronavirus,er min datter i særlig risiko for at få corona,vide om børn er i særlig risiko for at blive smittet
Danish,About Coronavirus,Strategy,Coronavirus,hvad er jeres plan nu?,vide hvad den nuværende strategi er
Danish,Coronavirus Recommendations,Precautions,Coronavirus,noget jeg skal forberede eller tage hensyn til inden vi rejser?,vide hvilke foranstaltninger du burde tage hvis du skal rejse
Danish,About Coronavirus,Symptoms,Coronavirus,hvilke tegn er der når man har fået covid,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,jeg hører at det er det er identisk med en almindelig forkølelse,spørge om Coronavirus/COVID-19 er det samme som influenza
Danish,Coronavirus Recommendations,Precautions,Coronavirus,særlige hensyn inden vi rejser eller?,vide hvilke foranstaltninger du burde tage hvis du skal rejse
Danish,About Coronavirus,Strategy,Coronavirus,hvad gør i på nuværende tidspunkt,vide hvad den nuværende strategi er
Danish,Coronavirus Recommendations,Children,Coronavirus,er min søn i risik for at få corona,vide om børn er i særlig risiko for at blive smittet
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,kan en af mine mænd lade være at rejse pga corona,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Quarantine,Coronavirus,"peter er i isolation, hvad skal jeg som virksomhed gøre",vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,About Coronavirus,Symptoms,Coronavirus,hvordan ser jeg om jeg er covid,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Pet,Coronavirus,jeg  har corona. hvad gør jeg med min kat,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,"Er min mor, som er 82 år gammel i risiko?",vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Employer Guidelines,Daycare,Coronavirus,"Hvad er mulighederne, hvis en af mine ansatte ikke kan få passet sit barn",vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,snakkede med Kalle på stadion. Han er positv. Hvad nu?,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,About Coronavirus,Methods of Transmission,Coronavirus,"bliver corona overført, hvis man giver hånd",vide hvordan Coronavirus/COVID-19 smitter
Danish,Employer Guidelines,Sick Employee,Coronavirus,min teamleder er testet positiv. Hva gør vi,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,About Coronavirus,Fear,Coronavirus,hvor slem er corona,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,About Coronavirus,Latest News,Coronavirus,hvad er senste news om covid,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,skal jeg være særlig opmærksom på når vi er i svømmeren,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
Danish,Employer Guidelines,Quarantine,Coronavirus,En af mine medarbejdere er nu sendt hjem med corona. Hvad gør vi,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,About Coronavirus,Fear,Coronavirus,er der grund til bekymring for corona,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Doctor,Coronavirus,har været syg. skal jeg køre forbi lægen,vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Children,Coronavirus,er der noget særligt ift til børn,vide om børn er i særlig risiko for at blive smittet
Danish,Employer Guidelines,Vacation,Coronavirus,"vil gerne ændre ferie, fordi rejsen er annuleret pga corona",vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Employer,Coronavirus,kan jeg gøre noget for at passe på mit team,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Doctor,Coronavirus,hvornår synes bør man rulle forbi lægen,vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,"Når jeg går ud - nogen særlige ting, som jeg skal være obs på?",bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvad er det nu de officielle anbefalinger er,vide hvad sundhedsstyrelsens anbefalinger er
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,hvad ved du om corona,vide hvad vi ved om Coronavirus/COVID-19
Danish,Employer Guidelines,Quarantine,Coronavirus,"hvad skal vi som virksomhed gøre, når en fra teamet er i karantæne",vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,Sad ved siden af en person der er smittet. What to do?,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,er 14 uger hende. noget jeg skal?,vide hvad du skal gøre hvis du er gravid
Danish,Contact,Hotline,Coronavirus,kan jeg får fat i nogen asap,kontakte en hotline
Danish,Coronavirus Recommendations,Pet,Coronavirus,er positiv. Hvad med min hund,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
Danish,About Coronavirus,What Is Coronavirus,Coronavirus,forklar mig lige det der corona haløj,vide hvad Coronavirus/COVID-19 er
Danish,Coronavirus Recommendations,Employer,Coronavirus,vil gerne passe på de ansatte. hva råder du mig til,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Employer,Coronavirus,har du et godt råd til at passe på mine ansatte,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,About Coronavirus,Fear,Coronavirus,hvor alvorligt skal vi tage corona,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,About Coronavirus,Status,Coronavirus,hvad er status lige nu,vide hvad statussen på Coronavirus/COVID-19 er
Danish,Employer Guidelines,Quarantine,Coronavirus,en af mine dejlige ansatte er i karantæne. Hvad gør jeg,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,særlig risiko i svømmehallen?,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
Danish,Coronavirus Recommendations,Citizen,Coronavirus,noget jeg kan for at mindste smitterisikoen,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,Kan en fra mit team afvise at rejse pga corona,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,er selv i højrisiko. hvad skal jeg,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,kan jeg forebygge at få covid,vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvad er det styrelsen beder os om,vide hvad sundhedsstyrelsens anbefalinger er
Danish,About Coronavirus,What Is Coronavirus,Coronavirus,fortæl lige hvad det er ,vide hvad Coronavirus/COVID-19 er
Danish,Coronavirus Recommendations,Mask,Coronavirus,mundbind skal jeg tage det på?,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Employer,Coronavirus,kan vi som firma gøre noget for vores ansatte,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Mask,Coronavirus,skal vi maskeres,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,skal med toget i morgen. et godt råd?,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,About Coronavirus,Strategy,Coronavirus,hvad er den nuværende plang,vide hvad den nuværende strategi er
Danish,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,corona og influenza er det ik det samme,spørge om Coronavirus/COVID-19 er det samme som influenza
Danish,Coronavirus Recommendations,Children,Coronavirus,er mine små podder i særlig risiko,vide om børn er i særlig risiko for at blive smittet
Danish,About Coronavirus,Status,Coronavirus,hvad er status på corona,vide hvad statussen på Coronavirus/COVID-19 er
Danish,Coronavirus Recommendations,Mask,Coronavirus,skal vi have noget for næste og mund elle?,vide om du burde bære en maske
Danish,About Coronavirus,Latest News,Coronavirus,nyt?,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Mask,Coronavirus,ånddrætsværn på eller?,vide om du burde bære en maske
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,hvad ved i om corona nu?,vide hvad vi ved om Coronavirus/COVID-19
Danish,About Coronavirus,Fear,Coronavirus,hvor slemt skal vi tage det,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,en i min omgangskreds er smittet. Vi var tæt på hinanden. Hvad gør jeg,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,Hvad ved myndighederne om corona,vide hvad vi ved om Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,Seneste anbefalinger fra myndighederne,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Contact,Hotline,Coronavirus,Har du kontakt information til callcenter,kontakte en hotline
Danish,Employer Guidelines,Sick Employee,Coronavirus,En ansat er smittet hvad gør vi nu?,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,Employer Guidelines,Quarantine,Coronavirus,En person er i karantæne hvad gør vi nu som arbgiver,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,Noget særlit når vi er i svømmehallen,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,Har fået besked om jeg er i risiko. Hjælp mig lige,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,Skal køre i bus. Noget jeg skal gøre/ikke gøre?,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,About Coronavirus,Symptoms,Coronavirus,Hvad er tegnene på corona?,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,Employer Guidelines,Sick Employee,Coronavirus,Nogen særlige ting vi skal gøre fordi en af arbejderne er har covid19,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,About Coronavirus,Symptoms,Coronavirus,Hvordan opdager jeg om jeg har corona,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,Employer Guidelines,Sick Employee,Coronavirus,Medarbejder smitter. Hvad gør vi?,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,Hvad anbefaler sst?,vide hvad sundhedsstyrelsens anbefalinger er
Danish,About Coronavirus,What Is Coronavirus,Coronavirus,Hvad består corona af?,vide hvad Coronavirus/COVID-19 er
Danish,Coronavirus Recommendations,Employer,Coronavirus,Hvorfmdan sikrer vi de ansatte?,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Doctor,Coronavirus,Hvad skal der til før man tager til doktor,vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Citizen,Coronavirus,Kan jeg gøre noget som medvirkervtil at eliminere corona?,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,7 uge. Særlige forholdsregler?,vide hvad du skal gøre hvis du er gravid
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,Er 5 uger henne. Noget jeg skal?_,vide hvad du skal gøre hvis du er gravid
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,6mdr henne. Noget jeg ik bør gøre?_,vide hvad du skal gøre hvis du er gravid
Danish,About Coronavirus,What Is Coronavirus,Coronavirus,Hvor kommer corona fra?_,vide hvad Coronavirus/COVID-19 er
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,Hvor i verden opstod covid?_,vide hvad vi ved om Coronavirus/COVID-19
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,Hvem var de første med corona?_,vide hvad vi ved om Coronavirus/COVID-19
Danish,About Coronavirus,Status,Coronavirus,Hvad er situationen i kina?_,vide hvad statussen på Coronavirus/COVID-19 er
Danish,About Coronavirus,Methods of Transmission,Coronavirus,Smitter dyr?_,vide hvordan Coronavirus/COVID-19 smitter
Danish,About Coronavirus,Methods of Transmission,Coronavirus,Kan man blive smittet af myg?_,vide hvordan Coronavirus/COVID-19 smitter
Danish,About Coronavirus,Methods of Transmission,Coronavirus,Kan myg bære corona og smitte?_,vide hvordan Coronavirus/COVID-19 smitter
Danish,About Coronavirus,Methods of Transmission,Coronavirus,Kan husdyr smitte mennesker?_,vide hvordan Coronavirus/COVID-19 smitter
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,Må man godt tage på campingplads_,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,Smittes jeg nemmere fordi jeg har et åben sår_,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,Vil sommere reducere virus i omløb_,vide hvad vi ved om Coronavirus/COVID-19
Danish,About Coronavirus,Methods of Transmission,Coronavirus,Virus bryder ud inden for 2-12 dage. Kan man smitte inden det er i udbrud?_,vide hvordan Coronavirus/COVID-19 smitter
Danish,Coronavirus Recommendations,Mask,Coronavirus,Hvilket mundbind skal man bruge?_,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Mask,Coronavirus,Hvad er det rigtige mundbind_,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Mask,Coronavirus,Skal jeg bruge næsebind_,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Mask,Coronavirus,Skal jeg dække mund og næse?_,vide om du burde bære en maske
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,Hvor gammel skal man være for at være o risiko_,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,Hvad er def på at være ækdre og dermed i højere risiko?_,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Gatherings,Gathering Precautions,Coronavirus,_,af
