Language, Domain, Intent, Industry, Text, Want To
English,About Coronavirus,Latest News,Coronavirus,what are the latest news about covid19?,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
English,Coronavirus Recommendations,Children,Coronavirus,are kids also part of the group of people more vulnerable to corona?,vide om børn er i særlig risiko for at blive smittet
English,About Coronavirus,Status,Coronavirus,what is the latest status on covid19?,vide hvad statussen på Coronavirus/COVID-19 er
English,Coronavirus Recommendations,Mask,Coronavirus,is it really necessary to wear a mask?,vide om du burde bære en maske
English,About Coronavirus,Treatment,Coronavirus,how is covid19 treated?,vide hvordan Coronavirus/COVID-19 behandles
English,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,is covid19 the same as a normal flu?,spørge om Coronavirus/COVID-19 er det samme som influenza
English,Coronavirus Recommendations,Swimming Hall,Coronavirus,If I swim in a public swimming pool am I then puttingmyself at risk,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
English,Coronavirus Recommendations,Pet,Coronavirus,what do i do with my pet if I am tested positive?,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
English,Coronavirus Recommendations,Precautions,Coronavirus,"i'm going travelling, do I need to take any precautions?",vide hvilke foranstaltninger du burde tage hvis du skal rejse
English,Coronavirus Recommendations,Returning From Travel,Coronavirus,what do I need to do when I retun from a nother country ,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
English,Coronavirus Recommendations,Postponed Surgeries,Coronavirus,"i'm supposed to go into surgery next week, what operations have been postponed sofar?",vide hvilke typer operationer er blevet udskudt
English,Coronavirus Recommendations,Closed Shops,Coronavirus,which shops are closed these days?,vide hvilke typer butikker er lukket på grund af Coronavirus/COVID-19
English,Coronavirus Recommendations,Sick Child,Coronavirus,"my child is sick, how do I know if it is corona?",spørge om hvad du skal gøre hvis dit barn er blevet syg
English,Coronavirus Recommendations,Purchasing Groceries,Coronavirus,am I still allowed to go groceri shopping,vide om du stadig kan gå på indkøb
English,Coronavirus Recommendations,Curfew,Coronavirus,am I allowed to go outside?,vide om der er et udgangsforbud i effekt
English,Coronavirus Recommendations,Border,Coronavirus,who is allowed to cross the borders? what if I'm just going on a short visit to my mom?,stille et spørgsmål relateret til lukningen af grænsen
English,Coronavirus Recommendations,Visiting Elderly,Coronavirus,am I still allowed to visit my grandparents at their house or retirement home,vide om du stadig må besøge ældre mennesker i deres hjem eller plejehjem
English,Coronavirus Recommendations,Public Transport,Coronavirus,is it a bad idea to use public transport,vide om brugen af offentlig transport under et udbrud af Coronavirus/COVID-19
English,Coronavirus Recommendations,Actions At Home,Coronavirus,what can I do at home to minimize the risk of getting sick,vide om der er nogle tiltag du kan tage i brug derhjemme for at minimere risikoen for at blive smittet med Coronavirus/COVID-19
English,Coronavirus Recommendations,Educating Children On Coronavirus,Coronavirus,"my child is only 2 years old, how do I teach him to behave properly during corona",vide hvordan du skal lære dit barn om Coronavirus/COVID-19
English,Coronavirus Recommendations,Student,Coronavirus,"i am a student, how will you advice me in these times?",gerne bede om information om anbefalinger til studerende under et udbrud af Coronavirus/COVID-19
English,Employer Guidelines,Sick Employee,Coronavirus,"one of my employees tells me that he is sick but he doesn't know if it is corono, what do I do? do I send him home just like that?",vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
English,Employer Guidelines,Refusal To Work,Coronavirus,"one of my employees are refusing to work due to fear of getting sick, can I fire him?",vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
English,Employer Guidelines,Refusal To Travel,Coronavirus,"one of my guys refuses to go abroad, can he refuse to do that?",vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
English,Employer Guidelines,Vacation,Coronavirus,can holiday plans be changed due to corona?,vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
English,Employer Guidelines,Daycare,Coronavirus,"my employees are home with their kids these days and that clearly shows on their work, what can I do so it doesn't ruin my business?",vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
English,Employer Guidelines,Quarantine,Coronavirus,"my employee is under quarantine, what now?",vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
English,Contact,Hotline,Coronavirus,i'd rather talk to a doctor,kontakte en hotline
English,Coronavirus Recommendations,Sick Child,Coronavirus,What can I do if my child is sick?,ask what you should do if your child is sick
English,Coronavirus Recommendations,Purchasing Groceries,Coronavirus,Can I purchase groceries?,know if you can still purchase groceries
English,Coronavirus Recommendations,Curfew,Coronavirus,Is there a curfew in effect?,know if there's a curfew in effect
English,Gatherings,Cancelling Gathering,Coronavirus,what is the point of the government not allowing big gatherings over 50 when 49 people is bad enough?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
English,Coronavirus Recommendations,Border,Coronavirus,Is the border closed?,ask a question related to the closing of the border
English,Coronavirus Recommendations,Visiting Elderly,Coronavirus,Can I visit elderly people?,know if you are still able to visit elderly people in their homes or carehomes
English,Coronavirus Recommendations,Public Transport,Coronavirus,What is the bus frequency during COVID-19?,know about the use of public transport during an outbreak of Coronavirus/COVID-19
English,Coronavirus Recommendations,Actions At Home,Coronavirus,Do I need to take some special actions at home to decrease the risk of contracting COVID-19?,know if there are any actions you need to take at home to decrease the risk of contracting Coronavirus/COVID-19
English,Coronavirus Recommendations,Educating Children On Coronavirus,Coronavirus,Should I be educating the same way my child during the COVID-19?,know how you should be educating your child on Coronavirus/COVID-19
English,Gatherings,Cancelling Gathering,Coronavirus,Why is it recommended that larger group meetings are cancelled?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
English,Gatherings,Arranging Gathering,Coronavirus,I'm an event organizer. How should I react or plan?,vide hvad du skal gøre hvis du er arrangør for en forsamling
English,Gatherings,Arranging Gathering,Coronavirus,"I am a event manager for a night club in cph with the new rules, can i then arrange club nigths?",vide hvad du skal gøre hvis du er arrangør for en forsamling
English,Coronavirus Recommendations,Student,Coronavirus,What are the recommendations for the students during COVID-19?,request information about the recommendations for students during an outbreak of Coronavirus/COVID-19
English,Employer Guidelines,Sick Employee,Coronavirus,What can I do if one of my employees has been infected?,know what to do if one of your employees has been infected
English,Gatherings,Gathering Precautions,Coronavirus,I am arranging a gathering for 20 bridge game members. can I still go through with the event?,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
English,Employer Guidelines,Refusal To Work,Coronavirus,What can I do if one of my employees is refusing to work due to COVID-19?,know what your options are as an employer if one of your employees is refusing to work due to Coronavirus/COVID-19
English,Coronavirus Recommendations,Infection Prevention,Coronavirus,they say that masks don't really help. What can I do to protect myself then? I need to do groceries and live.,vide hvordan du kan undgå at blive smittet
English,Employer Guidelines,Refusal To Travel,Coronavirus,Can an employee refuse to travel due to Coronavirus?,know if an employee can refuse to travel due to Coronavirus/COVID-19
English,Coronavirus Recommendations,Doctor,Coronavirus,"I have started coughing, when should a call the doctor?",vide hvornår du burde tage til lægen
English,Coronavirus Recommendations,Pet,Coronavirus,what should I do with my cat now that I'm sick with corona? Can I get it checked too?,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
English,Coronavirus Recommendations,People At Risk,Coronavirus,who is especially prone to get sick,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
English,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,what do you as a chatbot know about corona that I can't read in the news?,vide hvad vi ved om Coronavirus/COVID-19
English,Employer Guidelines,Vacation,Coronavirus,Can an employee change vacation due to Coronavirus?,know if scheduled vacation can be changed if an employee cannot vacation due to Coronavirus/COVID-19
English,Coronavirus Recommendations,Citizen,Coronavirus,How can I as a citizen do to minimize the spread of corona virus?,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
English,Employer Guidelines,Daycare,Coronavirus,What can I do if an employee is unable to get anyone to care for their child?,know what to do if an employee is unable to get anyone to care for their child if their school or institution is closed due to Coronavirus/COVID-19
English,About Coronavirus,Symptoms,Coronavirus,what are the symptoms ,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
English,Employer Guidelines,Quarantine,Coronavirus,What can I do if one of my employees is under quarantine?,know what to do if one of your employees is under quarantine
English,Contact,Hotline,Coronavirus,I want to contact with a hotline,contact a hotline
English,About Coronavirus,Methods of Transmission,Coronavirus,how does it infect people,vide hvordan Coronavirus/COVID-19 smitter
English,Gatherings,Cancelling Gathering,Coronavirus,Why does the government recommend cancelling gatherings of people?,know why the government recommends cancelling gatherings of people
English,Gatherings,Arranging Gathering,Coronavirus,what can I do if I am arranging a gathering of people?,know what to do if you're arranging a gathering of people
English,Gatherings,Gathering Precautions,Coronavirus,What precautions can I take when arranging a gathering of people?,know what precautions you can take when arranging a gathering of people
English,About Coronavirus,Treatment,Coronavirus,I'm sick. how can I treat corona from home,vide hvordan Coronavirus/COVID-19 behandles
English,Coronavirus Recommendations,Public Spaces,Coronavirus,How can I act in public spaces?,ask for recommendations as to how to act in public spaces
English,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,is it the same as a bad flu? ,spørge om Coronavirus/COVID-19 er det samme som influenza
English,Coronavirus Recommendations,Illness,Coronavirus,What can I do if I have fallen ill?,know what to do if you've fallen ill
English,Coronavirus Recommendations,Contact With Infected,Coronavirus,What can I do if I have been in contact with an infected person for COVID-19?,know what to do if you've been in contact with a person who has tested positive for Coronavirus/COVID-19
English,Coronavirus Recommendations,Employer,Coronavirus,What can I do to protect my employees?,know what to do as an employer to protect your employees
English,Coronavirus Recommendations,Citizen,Coronavirus,How can I minimize the spread of Coronavirus?,know what you can do as a citizen to minimize the spread of Coronavirus/COVID-19
English,About Coronavirus,Latest News,Coronavirus,give me the latest status from my country,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
English,About Coronavirus,Status,Coronavirus,what is the status on the pandemi worldwide,vide hvad statussen på Coronavirus/COVID-19 er
English,About Coronavirus,Strategy,Coronavirus,what is the current strategy in my state,vide hvad den nuværende strategi er
English,Coronavirus Recommendations,Not At Risk,Coronavirus,Do I have to take some special measure if I don't belong any risk group?,know what to do as a person who does not fall within any of the known risk groups
English,About Coronavirus,Latest News,Coronavirus,Latest news on Coronavirus,ask for the latest news on Coronavirus/COVID-19
English,About Coronavirus,Status,Coronavirus,What is the status of Coronavirus?,know what the status of Coronavirus/COVID-19 is
English,About Coronavirus,Strategy,Coronavirus,What is the current strategy for COVID-19?,know what the current strategy is
English,About Coronavirus,Testing,Coronavirus,Who should be tested?,know who should be tested
English,About Coronavirus,Fear,Coronavirus,How afraid should I be of Coronavirus?,know how afraid you should be of Coronavirus/COVID-19
English,About Coronavirus,Incubation Period,Coronavirus,What is the incubation period of COVID-19?,learn information about the incubation period of Coronavirus/COVID-19
English,About Coronavirus,Pandemic,Coronavirus,What is a pandemic?,know what a pandemic is
English,About Coronavirus,Mortality Rate,Coronavirus,What is mortality rate of Coronavirus?,know about the mortality rate of Coronavirus/COVID-19
English,About Coronavirus,Infection Through Food,Coronavirus,Can I contract Coronavirus through food?,know if it's possible to contract Coronavirus/COVID-19 through food
English,About Coronavirus,Infection Of Pets,Coronavirus,Can my pet get infected by Coronavirus?,know if it's possible for pets to get infected by Coronavirus/COVID-19
English,About Coronavirus,Infected Twice,Coronavirus,Can I get infected more than once?,know if it's possible to get infected more than once
English,Gatherings,Gathering Precautions,Coronavirus,"As an event organizer, what actions do I need to take?",vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
English,About Coronavirus,How Many Infected,Coronavirus,How many have been infected by Coronavirus?,know how many have been infected by Coronavirus/COVID-19
English,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,What are the Health Authority recommendations?,know what the Health Authority recommendations are
English,Coronavirus Recommendations,Infection Prevention,Coronavirus,How can I prevent to be infected?,know how to prevent yourself from being infected
English,Coronavirus Recommendations,Doctor,Coronavirus,When should I go to the doctor?,know when you should go to the doctor
English,Coronavirus Recommendations,Pet,Coronavirus,What can I do with my pet if I have tested positive for Coronavirus?,know what to do with your pet if you've tested positive for Coronavirus/COVID-19
English,Coronavirus Recommendations,Not At Risk,Coronavirus,I'm not part of any known risk groups. What is my actions?,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
English,Coronavirus Recommendations,People At Risk,Coronavirus,Who are especially at risk of infection?,know who especially are at risk of infection and subsequent illness
English,Coronavirus Recommendations,Infection Prevention,Coronavirus,Please tell me how I can avoid infection?,vide hvordan du kan undgå at blive smittet
English,Coronavirus Recommendations,Actions If At Risk,Coronavirus,What can I do if I am a part of an at risk group?,know what to do if you're a part of an at risk group
English,Coronavirus Recommendations,Doctor,Coronavirus,What symptoms should I have before I visit my doctor?,vide hvornår du burde tage til lægen
English,Coronavirus Recommendations,Pet,Coronavirus,How do I treat my pet if I get infected with the virus?,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
English,Coronavirus Recommendations,Pregnant,Coronavirus,What can I do if I am pregnant?,know what to do if you're pregnant
English,Coronavirus Recommendations,Children,Coronavirus,are children at risk?,know if children are at risk
English,Coronavirus Recommendations,Mask,Coronavirus,should I be wearing a mask?,know if you should be wearing a mask
English,Coronavirus Recommendations,People At Risk,Coronavirus,who are particularly prone to infection and subsequent illness?,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
English,Coronavirus Recommendations,Swimming Hall,Coronavirus,Am I at risk of infection if I go swimming in a swimming hall?,know if you are at risk of infection if you go swimming in a swimming hall
English,Coronavirus Recommendations,Actions If At Risk,Coronavirus,How should I react if I'm part of the risk groups? ,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
English,About Coronavirus,Testing,Coronavirus,who should get tested,vide hvem burde testes
English,Coronavirus Recommendations,Precautions,Coronavirus,What precautions do I need to take if I am going travelling?,know which precautions to take if you're going travelling
English,Coronavirus Recommendations,Pregnant,Coronavirus,"I'm pregnant, what are my precautions?",vide hvad du skal gøre hvis du er gravid
English,Coronavirus Recommendations,Employer,Coronavirus,"even if people don't have their kids at home from next week, should I tell my employees to stay home?",vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
English,Coronavirus Recommendations,Returning From Travel,Coronavirus,What can I do if I am returning from travelling abroad?,know what to do if you're returning from travelling abroad
English,Coronavirus Recommendations,Citizen,Coronavirus,what can I do as a citizen to avoid spreading the virus,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
English,Coronavirus Recommendations,Not At Risk,Coronavirus,"i don't think I'm at risk, do I need to take any precautions?",vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
English,Coronavirus Recommendations,Postponed Surgeries,Coronavirus,I would like to know which surgeries have been postponed,know which types of surgeries have been postponed
English,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,what do the health authorities command,vide hvad sundhedsstyrelsens anbefalinger er
English,Coronavirus Recommendations,Public Spaces,Coronavirus,"i can't stay home all day, what do I do out in public?",bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
English,Coronavirus Recommendations,Illness,Coronavirus,I'm sick what do i do,vide hvad du skal gøre hvis du er blevet syg
English,Coronavirus Recommendations,Closed Shops,Coronavirus,Which kinds of shops are closed due to Coronavirus?,know which kinds of shops are closed due to Coronavirus/COVID-19
English,Coronavirus Recommendations,Children,Coronavirus,Are children are particularly prone to infection?,vide om børn er i særlig risiko for at blive smittet
English,About Coronavirus,Methods of Transmission,Coronavirus,How is Coronavirus transmitted?,know how Coronavirus/COVID-19 is transmitted
English,Coronavirus Recommendations,Contact With Infected,Coronavirus,I was close to a person last week who now tells me she is sick woith corona. can I expect to be sick also?,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
English,About Coronavirus,Treatment,Coronavirus,How is Covid-19 treated?,know how Coronavirus/COVID-19 is treated
English,About Coronavirus,Pandemic,Coronavirus,What does pandemic mean?,know what a pandemic is
English,About Coronavirus,Fear,Coronavirus,"do I need to be scared? Trump isn't scared, why should I",vide hvor bange du burde være for Coronavirus/COVID-19
English,Coronavirus Recommendations,Mask,Coronavirus,Do I need to wear a mask?,vide om du burde bære en maske
English,About Coronavirus,Infection Of Pets,Coronavirus,can my pet pig get sick from corona?,vide om kæledyr kan blive smittet med Coronavirus/COVID-19
English,About Coronavirus,Symptoms,Coronavirus,What are the symptoms for Coronavirus?,know what the symptoms of being infected with Coronavirus/COVID-19 are
English,About Coronavirus,Infected Twice,Coronavirus,can I get sick again from coronoa,vide om det er muligt at blive smittet mere end én gang
English,About Coronavirus,How Many Infected,Coronavirus,how many in total has been sick with corona,vide hvor mange er blevet smittet med Coronavirus/COVID-19
English,Coronavirus Recommendations,Swimming Hall,Coronavirus,"Am I exposed for infections, if i swim in a public pool",vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
English,About Coronavirus,Incubation Period,Coronavirus,how long does it take for the virus to have an effect in my body?,lære information om inkubationstiden på Coronavirus/COVID-19
English,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,is coronavirus the same that influenza?,ask if Coronavirus/COVID-19 is the same as Influenza
English,Coronavirus Recommendations,Precautions,Coronavirus,"I should I behave, if I'm travelling?",vide hvilke foranstaltninger du burde tage hvis du skal rejse
English,About Coronavirus,What Is Coronavirus,Coronavirus,What is coronavirus?,know what Coronavirus/COVID-19 is
English,About Coronavirus,Pandemic,Coronavirus,what is the difference between epidemi and pandemi,vide hvad en pandemi er
English,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,what do we know about Covid-19?,know what we know about Coronavirus/COVID-19
English,About Coronavirus,Mortality Rate,Coronavirus,how many dies from corona. in percentage,vide noget om dødeligheden/dødsraten af Coronavirus/COVID-19
English,About Coronavirus,Infection Through Food,Coronavirus,can I get sick through food if I get my food delivered,vide om det er muligt at blive smittet med Coronavirus/COVID-19 gennem mad
English,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,are Covid-19 and influenza the same?,ask if Coronavirus/COVID-19 is the same as Influenza
English,About Coronavirus,What Is Coronavirus,Coronavirus,what is it exactly and why do you get so sick?,vide hvad Coronavirus/COVID-19 er
English,Coronavirus Recommendations,Swimming Hall,Coronavirus,i usually swim in a indoor swimming pool. Am I at risk,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
English,Coronavirus Recommendations,Returning From Travel,Coronavirus,"Which rules do I have to follow, when returning from a foreign country?",vide hvad du skal gøre hvis du er ved at returnere fra et andet land
English,Coronavirus Recommendations,Postponed Surgeries,Coronavirus,What are the types of surgeries that has been postponed?,vide hvilke typer operationer er blevet udskudt
English,Coronavirus Recommendations,Closed Shops,Coronavirus,Which shops are closed due to the corona?,vide hvilke typer butikker er lukket på grund af Coronavirus/COVID-19
English,Coronavirus Recommendations,Sick Child,Coronavirus,What do I do if my child gets ill?,spørge om hvad du skal gøre hvis dit barn er blevet syg
English,Coronavirus Recommendations,Purchasing Groceries,Coronavirus,Is it OK to still go shopping?,vide om du stadig kan gå på indkøb
English,Coronavirus Recommendations,Curfew,Coronavirus,Has the curfew been set in place?,vide om der er et udgangsforbud i effekt
English,Coronavirus Recommendations,Border,Coronavirus,I have a question regarding the close down of the border?,stille et spørgsmål relateret til lukningen af grænsen
English,Coronavirus Recommendations,Visiting Elderly,Coronavirus,Is it OK for me still til visit senior citizens in their home or at their nursing homes?,vide om du stadig må besøge ældre mennesker i deres hjem eller plejehjem
English,Coronavirus Recommendations,Public Transport,Coronavirus,How can public transportation be used during the outbreak?,vide om brugen af offentlig transport under et udbrud af Coronavirus/COVID-19
English,Coronavirus Recommendations,Actions At Home,Coronavirus,What can be done at home to minimize the risk of being infected with the virus?,vide om der er nogle tiltag du kan tage i brug derhjemme for at minimere risikoen for at blive smittet med Coronavirus/COVID-19
English,Employer Guidelines,Daycare,Coronavirus,"Schools and daycares are closed due to the outbreak. What is my rights as an employer, when employees do not have the opportunity to have someone to look after their child? ",vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
English,Employer Guidelines,Quarantine,Coronavirus,"What do I do as an employer, when one of my employees is in quarantine",vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
English,Contact,Hotline,Coronavirus,I have the need for a hotline,kontakte en hotline
English,Coronavirus Recommendations,Employer,Coronavirus,I am an employer. How do I protect my employees?,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
English,Coronavirus Recommendations,Educating Children On Coronavirus,Coronavirus,How do I teach my child about the corona virus?,vide hvordan du skal lære dit barn om Coronavirus/COVID-19
English,Coronavirus Recommendations,Student,Coronavirus,Where do I find info and recommendations for student during an outbreak?,gerne bede om information om anbefalinger til studerende under et udbrud af Coronavirus/COVID-19
English,Employer Guidelines,Sick Employee,Coronavirus,What of my employees (I'm the employer) has been affected by the virus. What to do?,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
English,Employer Guidelines,Refusal To Work,Coronavirus,"I'm employer. What is my rights, when an employee refuses to work due to the outbreak?",vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
English,Employer Guidelines,Refusal To Travel,Coronavirus,Are my employees allowed to deny business related travels due to the outbreak? ,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
English,Employer Guidelines,Vacation,Coronavirus,"An employee had planned her vacation, but she is not able to fulfill it due to the current corona situation. Can it be changed or rescheduled? ",vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
English,About Coronavirus,Symptoms,Coronavirus,"If I am infected by the virus, which symptoms will I then experience?",vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
English,About Coronavirus,Methods of Transmission,Coronavirus,How is the disease transmitted?,vide hvordan Coronavirus/COVID-19 smitter
English,About Coronavirus,Treatment,Coronavirus,how is the disease treated,vide hvordan Coronavirus/COVID-19 behandles
English,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,Is the corona outbreak equal to the flu?,spørge om Coronavirus/COVID-19 er det samme som influenza
English,About Coronavirus,Latest News,Coronavirus,The latest news re the outbreak,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
English,About Coronavirus,Status,Coronavirus,what is the current situation for the corona outbreak?,vide hvad statussen på Coronavirus/COVID-19 er
English,Coronavirus Recommendations,Public Spaces,Coronavirus,What are the recommendations for entering a public space?,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
English,Coronavirus Recommendations,Illness,Coronavirus,What do I do if I get ill,vide hvad du skal gøre hvis du er blevet syg
English,Coronavirus Recommendations,Contact With Infected,Coronavirus,I have been close to a human who has been tested corona positive. What to do?,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
English,About Coronavirus,Pandemic,Coronavirus,Please explain what pandemic is ,vide hvad en pandemi er
English,About Coronavirus,Mortality Rate,Coronavirus,What is the mortality due to the outbreak?,vide noget om dødeligheden/dødsraten af Coronavirus/COVID-19
English,About Coronavirus,Infection Through Food,Coronavirus,Is it possible to get infected through food?,vide om det er muligt at blive smittet med Coronavirus/COVID-19 gennem mad
English,About Coronavirus,Infection Of Pets,Coronavirus,Are pets susceptible to infection?,vide om kæledyr kan blive smittet med Coronavirus/COVID-19
English,About Coronavirus,Infected Twice,Coronavirus,Is it likely to be infected twice?,vide om det er muligt at blive smittet mere end én gang
English,About Coronavirus,Incubation Period,Coronavirus,Please inform me about the incubation time for infection?,lære information om inkubationstiden på Coronavirus/COVID-19
English,About Coronavirus,How Many Infected,Coronavirus,How many has been infected by the corona?,vide hvor mange er blevet smittet med Coronavirus/COVID-19
English,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,What is the recommendations of the Board of Health?,vide hvad sundhedsstyrelsens anbefalinger er
English,About Coronavirus,What Is Coronavirus,Coronavirus,I need to know about the corona. What is it?,vide hvad Coronavirus/COVID-19 er
English,About Coronavirus,Strategy,Coronavirus,What is the current strategy?,vide hvad den nuværende strategi er
English,About Coronavirus,Testing,Coronavirus,Who should be tested?,vide hvem burde testes
English,About Coronavirus,Fear,Coronavirus,Do I need to be afraid of the outbreak?,vide hvor bange du burde være for Coronavirus/COVID-19
English,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,What is the current knowledge around the corona outbreak?,vide hvad vi ved om Coronavirus/COVID-19
English,Coronavirus Recommendations,Pet,Coronavirus,What do I do with my dog if I got a positive corona test?,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
English,Employer Guidelines,Refusal To Travel,Coronavirus,can an employee be forced to travel for work during coronavirus,know if an employee can refuse to travel due to Coronavirus/COVID-19
English,Employer Guidelines,Vacation,Coronavirus,Can I change my vacation schedule due to coronavirus,know if scheduled vacation can be changed if an employee cannot vacation due to Coronavirus/COVID-19
English,Gatherings,Cancelling Gathering,Coronavirus,What's that about the government recommending the cancellation of gatherings?,know why the government recommends cancelling gatherings of people
English,Gatherings,Arranging Gathering,Coronavirus,"I'm arranging a party, is there something in particular I should do to prepare?",know what to do if you're arranging a gathering of people
English,Gatherings,Gathering Precautions,Coronavirus,Which precautions should I take if I'm arranging a party?,know what precautions you can take when arranging a gathering of people
English,Coronavirus Recommendations,Purchasing Groceries,Coronavirus,Can I still go to the grocery store?,know if you can still purchase groceries
English,Coronavirus Recommendations,Curfew,Coronavirus,Is there a curfew in effect and at what hours?,know if there's a curfew in effect
English,Coronavirus Recommendations,Border,Coronavirus,Is the border effectively closed now or can people still cross?,ask a question related to the closing of the border
English,Coronavirus Recommendations,Visiting Elderly,Coronavirus,Can I still visit my nan in her home?,know if you are still able to visit elderly people in their homes or carehomes
English,Coronavirus Recommendations,Public Transport,Coronavirus,Is it fine if I use public transport?,know about the use of public transport during an outbreak of Coronavirus/COVID-19
English,Coronavirus Recommendations,Actions At Home,Coronavirus,Do I have to perform particular actions at home to keep myself and my family safe?,know if there are any actions you need to take at home to decrease the risk of contracting Coronavirus/COVID-19
English,Coronavirus Recommendations,Educating Children On Coronavirus,Coronavirus,How can I speak to my children about the virus?,know how you should be educating your child on Coronavirus/COVID-19
English,Coronavirus Recommendations,Student,Coronavirus,"As a student, what can I do?",request information about the recommendations for students during an outbreak of Coronavirus/COVID-19
English,Employer Guidelines,Sick Employee,Coronavirus,"One of my subordinates has been infected with Coronavirus, what should I do about that?",know what to do if one of your employees has been infected
English,Employer Guidelines,Refusal To Work,Coronavirus,"One of my employees is saying that they're not coming to work because of the virus, what are my options?",know what your options are as an employer if one of your employees is refusing to work due to Coronavirus/COVID-19
English,Employer Guidelines,Vacation,Coronavirus,Can scheduled vacation be changed if an employee is prevented from taking their vacation due to travel restrictions and such?,know if scheduled vacation can be changed if an employee cannot vacation due to Coronavirus/COVID-19
English,Employer Guidelines,Daycare,Coronavirus,"My employee has tried to get someone to care for their child, but has thus far been unsuccessful. What can I do as an employer?",know what to do if an employee is unable to get anyone to care for their child if their school or institution is closed due to Coronavirus/COVID-19
English,Employer Guidelines,Quarantine,Coronavirus,"One of my employees has been quarantined as per the recommendation of the government/health services, what can I do?",know what to do if one of your employees is under quarantine
English,Contact,Hotline,Coronavirus,I'd like to contact the coronavirus hotline,contact a hotline
English,Coronavirus Recommendations,Children,Coronavirus,Do I have to worry about my child contracting the virus?,know if children are at risk
English,Coronavirus Recommendations,Mask,Coronavirus,"I see everyone wearing masks nowadays, is that something I should be doing?",know if you should be wearing a mask
English,Coronavirus Recommendations,Swimming Hall,Coronavirus,"If I go swimming, am I at risk of infection?",know if you are at risk of infection if you go swimming in a swimming hall
English,Coronavirus Recommendations,Precautions,Coronavirus,Are there special precautions I have to take if I'm travelling abroad?,know which precautions to take if you're going travelling
